tree_id,fractal_dim
6.3_127,1.74526841724864
6.3_128,1.84942353550211
6.3_129,1.50395829841181
6.3_12,1.70813481999
6.3_130,2.02416175732068
6.3_131,1.72729249987876
6.3_132,1.70478302193682
6.3_133,1.5520087212956
6.3_135,1.63879041396348
6.3_136,1.67835186395685
6.3_137,1.94881054906578
6.3_138,1.7683850527281
6.3_141,1.87644911184113
6.3_142,1.92562159194593
6.3_143,1.84056156063959
6.3_147,1.55838696375545
6.3_148,1.77905804038588
6.3_14,1.68598429433161
6.3_150,1.53457878806342
6.3_152,1.84631978909588
6.3_153,1.81013939201811
6.3_154,1.87829642276466
6.3_155,1.85735615372636
6.3_15,1.41337634387335
6.3_160,1.70414762834785
6.3_161,1.48055090705864
6.3_164,1.69721217332078
6.3_165,1.83441071061837
6.3_166,1.76281171584612
6.3_167,1.77983642880129
6.3_16,1.34093909361377
6.3_17,1.91681123646283
6.3_18,2.04206958153179
6.3_19,1.60977487455417
6.3_1,1.86899087882731
6.3_20,1.98995295469023
6.3_21,1.68073411890231
6.3_23,1.87630303751425
6.3_25,1.77679316886187
6.3_26,1.97347760125927
6.3_27,1.73902035104366
6.3_282,1.79574204405208
6.3_28,1.72048296196776
6.3_29,1.71437131472194
6.3_2,1.84198682052752
6.3_30,1.88809264063277
6.3_32,1.98967581768566
6.3_33,2.07990502703856
6.3_35,1.79533668485508
6.3_36,1.79220104177215
6.3_38,1.9240057202387
6.3_3,1.52165792276538
6.3_42,1.91270089516005
6.3_43,1.71356384606807
6.3_44,1.75821869250528
6.3_45,1.97437330447135
6.3_46,1.80513920447741
6.3_47,1.80907887245583
6.3_48,1.77248512659499
6.3_49,1.73196896918421
6.3_4,1.82670556562028
6.3_50,1.90904239924983
6.3_51,1.74130359801336
6.3_52,1.78788420709134
6.3_53,1.8277838932415
6.3_54,1.9854069157922
6.3_55,1.69605629155514
6.3_58,1.93694039498743
6.3_59,1.89098060459708
6.3_60,1.63665517719711
6.3_61,1.76622539596327
6.3_62,1.94951637510144
6.3_63,1.80643014328748
6.3_64,1.61444782986496
6.3_65,1.97019053585758
6.3_66,1.85034209178986
6.3_67,1.67492833706054
6.3_68,1.90802131472
6.3_6,1.9042461932753
6.3_70,2.05129809681797
6.3_71,1.6268928465372
6.3_73,1.80033749788651
6.3_74,1.5496332756707
6.3_75,1.80525941749889
6.3_76,1.88707285966679
6.3_77,1.79670156758913
6.3_78,1.58537680725626
6.3_79,1.87211646996719
6.3_7,1.73964110020299
6.3_83,1.63212105097567
6.3_8,1.62883364309861
6.3_90,1.8095901952929
6.3_91,1.667751439073
6.3_92,1.72130017031285
6.3_93,2.02577679068772
6.3_94,1.91345353803868
6.3_95,2.06999629533246
6.3_96,1.69159161216029
6.3_97,1.75912885792461
6.3_98,1.73936731244061
6.3_99,1.80657637462308
6.3_9,1.88915879929112
6.4_104,1.99053319643265
6.4_105,1.83111170845984
6.4_106,1.70140298972233
6.4_107,1.81543750819967
6.4_108,1.96044043448012
6.4_110,1.8449120438813
6.4_112,1.71518386841159
6.4_115,1.787351242498
6.4_11,1.82773962818562
6.4_12,1.80627297975817
6.4_13,1.99599991089197
6.4_14,1.94003191081857
6.4_15,1.83889447838991
6.4_165,1.93708949631495
6.4_166,1.91174260843396
6.4_168,1.88908243494545
6.4_16,1.61053825549704
6.4_17,1.78294666144291
6.4_18,1.74069359343292
6.4_19,1.78509269684096
6.4_1,2.03886649774646
6.4_20,1.9382987229426
6.4_21,1.83340603783512
6.4_22,1.57162712842341
6.4_23,1.63848963079923
6.4_24,1.8177866238295
6.4_25,1.7692937341231
6.4_26,1.85212386591302
6.4_27,1.99322666759774
6.4_2,1.87483955006565
6.4_37,1.84338020918808
6.4_3,1.7705263712222
6.4_40,1.77906184885877
6.4_41,1.66384997899991
6.4_42,1.73401417289548
6.4_43,1.75142349071816
6.4_44,1.8364756529577
6.4_45,1.90479405418241
6.4_46,1.9033148184698
6.4_47,1.64301656215319
6.4_48,1.97994555166922
6.4_49,1.62030074519432
6.4_4,1.86355959245322
6.4_50,1.94599387499176
6.4_51,1.81939704080129
6.4_54,1.81404435503495
6.4_55,1.73700640356904
6.4_56,1.82218040397262
6.4_57,1.88670736553646
6.4_58,1.81392852502722
6.4_59,1.95994927133276
6.4_5,1.76438865861033
6.4_60,1.73330519508337
6.4_62,1.67683874286075
6.4_63,1.95365381681906
6.4_64,1.96911790892819
6.4_65,1.59507736667886
6.4_67,1.78415669380912
6.4_69,1.99437931007706
6.4_6,1.94543609479807
6.4_72,1.81392653911217
6.4_73,1.9603297388403
6.4_74,1.67736833523985
6.4_75,1.53779507837523
6.4_77,1.74938369796044
6.4_78,1.74705941504471
6.4_79,1.91989588254106
6.4_80,1.86414790559097
6.4_82,1.9938249858297
6.4_87,1.74988635160072
6.4_88,1.71045206453924
6.4_89,1.71392181083396
6.4_90,2.01906935335183
6.4_91,1.86868197427621
6.4_92,1.94225907041828
6.4_93,1.92116268534436
6.4_94,1.95119707085846
6.4_95,1.62331231197221
6.4_96,1.81437212376843
6.4_97,1.76699842748988
6.4_98,1.92357692766683
6.4_99,1.65020217316321
6.5_10,1.82646219547017
6.5_11,1.93401967633066
6.5_12,1.6993272477808
6.5_13,1.7483674389548
6.5_14,1.85495165888317
6.5_15,1.83564804230162
6.5_16,1.72265795217064
6.5_17,1.71274481132816
6.5_19,1.8447368577686
6.5_1,1.96166098680803
6.5_20,1.72146061107656
6.5_21,1.86164828367257
6.5_24,1.84275773381359
6.5_25,1.89511690189988
6.5_29,1.75433978917805
6.5_2,1.8818331725904
6.5_32,2.05097927616979
6.5_33,1.87057059529236
6.5_34,1.9946981613252
6.5_35,1.77356521681434
6.5_36,1.84351129601916
6.5_37,1.85310154058732
6.5_38,1.826941897391
6.5_40,1.93432544843611
6.5_43,1.95469022473852
6.5_44,1.75388446594288
6.5_45,1.97762836226421
6.5_46,1.88977789823877
6.5_47,1.67074577590242
6.5_48,1.79106238233319
6.5_49,1.96102750159701
6.5_4,1.85943265411617
6.5_50,1.85529573589236
6.5_51,2.0101515240537
6.5_53,1.92750749138848
6.5_56,1.89580164683837
6.5_57,1.89351731924088
6.5_58,1.84390068969486
6.5_59,1.93783272057975
6.5_60,1.93798213974123
6.5_62,1.99333295358083
6.5_63,1.62498032442412
6.5_64,1.84073450259405
6.5_66,1.77831309447189
6.5_67,1.86493694530533
6.5_68,2.05048698798636
6.5_70,1.85560601868357
6.5_71,1.76228024451065
6.5_77,1.89202926005548
6.5_79,1.83122728295408
6.5_81,1.99346843454249
6.5_84,1.82001438393956
6.5_85,1.90895029168163
6.5_86,1.87408922101885
6.5_87,1.97691342044047
6.5_88,1.89744124135218
6.5_8,1.78119495512386
6.5_90,1.81890299929544
6.5_91,1.91178165081569
6.5_94,1.92566786749449
6.5_95,1.89430426138981
6.5_96,2.0786811385491
6.5_9,1.81521540225231
8.1_11,1.89695365833335
8.1_12,1.98242317072307
8.1_13,1.94653145398563
8.1_14,2.00062841216607
8.1_15,1.97440779908395
8.1_16,1.92873601464848
8.1_17,2.08526600669528
8.1_18,2.01720165399294
8.1_19,1.84026233073781
8.1_1,1.98394178570536
8.1_20,1.84517090734501
8.1_21,2.04104080513332
8.1_24,2.04998287132263
8.1_25,2.08516411382924
8.1_26,1.88233382174321
8.1_29,1.93120775173212
8.1_2,2.08838133375679
8.1_34,1.92989342533637
8.1_35,1.87991956600911
8.1_36,1.81489539974984
8.1_37,1.79003227108496
8.1_38,1.94588970158714
8.1_39,1.78061281942129
8.1_3,1.86088635042483
8.1_40,1.88551020921775
8.1_41,1.93884610526076
8.1_42,1.8289484889948
8.1_43,1.75064804299934
8.1_44,1.55578475071595
8.1_45,1.91486327493886
8.1_46,2.03140551832248
8.1_47,1.88919169525311
8.1_48,1.88371997743632
8.1_49,1.97863346316379
8.1_4,1.81669689783915
8.1_50,1.85814251307058
8.1_51,1.86859021048138
8.1_53,1.91326057089025
8.1_57,1.83272600538032
8.1_58,1.7301246547318
8.1_59,1.96544779146973
8.1_5,2.02923293781041
8.1_60,1.78281244214861
8.1_61,1.89723835352522
8.1_62,1.9756051850395
8.1_63,1.98040895431193
8.1_64,1.95547132302727
8.1_65,1.83747601763884
8.1_66,1.84303624148324
8.1_69,1.84973297527868
8.1_70,1.82810421916146
8.1_72,1.87308818715504
8.1_73,1.9084562643515
8.1_77,1.85279835389363
8.1_79,2.07013416066811
8.1_80,2.01140777807469
8.1_81,1.77346006422314
8.1_82,1.85364626743531
8.1_83,1.99514827570776
8.1_84,1.7686168997402
8.1_85,2.03493954280298
8.1_86,1.99518215540867
8.1_87,1.9806452174299
8.1_91,1.97440977892481
8.1_93,1.78180880504045
8.1_95,1.7003163637697
8.1_96,1.84810913186881
8.1_97,1.81385904537995
8.2_103,1.88771695136685
8.2_104,1.94642397968617
8.2_105,1.92781101559048
8.2_106,1.94236411214679
8.2_108,2.01283873640958
8.2_109,1.92253106169181
8.2_10,1.94345670672881
8.2_110,1.44853969480603
8.2_111,1.70452954760991
8.2_112,1.89207469527016
8.2_113,1.91350829847655
8.2_115,1.82817590279831
8.2_117,1.72188407578733
8.2_118,1.85684442307186
8.2_119,1.93668178091668
8.2_11,1.73602007662018
8.2_120,1.66292563485223
8.2_121,1.90468445869897
8.2_122,1.65437494304259
8.2_123,1.97626316308263
8.2_125,1.89794623016445
8.2_126,1.89944560897151
8.2_127,1.94541382742177
8.2_128,1.87668805832298
8.2_129,1.88218810052451
8.2_130,1.92919799261445
8.2_132,1.79364346414164
8.2_133,1.9288954621728
8.2_134,1.6879288152478
8.2_135,1.89051446056241
8.2_136,1.85111433411972
8.2_137,1.77962095285154
8.2_139,1.6852661188236
8.2_141,1.89258849123207
8.2_14,1.56382619061491
8.2_158,1.87324682489189
8.2_159,1.94782468707439
8.2_15,1.65705351641944
8.2_160,1.97832655353538
8.2_16,1.75432421517386
8.2_17,1.7306800273882
8.2_188,1.58514592411158
8.2_18,1.77058441985076
8.2_19,1.77691950079623
8.2_20,1.64377081099099
8.2_22,1.85472877654711
8.2_23,1.98467189253397
8.2_26,1.94343713735204
8.2_27,1.919273951833
8.2_28,1.58215699538478
8.2_30,1.59887819342963
8.2_31,1.89950107638168
8.2_32,1.69717835706812
8.2_33,1.82153097566884
8.2_34,1.79502391699188
8.2_3,2.05921995228931
8.2_41,1.82000189484088
8.2_42,1.80390679736655
8.2_43,1.79531916359933
8.2_44,1.73555189217187
8.2_45,1.64284500295823
8.2_46,1.95013602376441
8.2_47,2.00333058977988
8.2_48,2.0070377074208
8.2_49,1.78390590400862
8.2_4,1.38637141046474
8.2_50,1.94206339414054
8.2_52,1.86754508493574
8.2_55,1.61618064239803
8.2_56,1.79956102609957
8.2_58,1.45812008607567
8.2_5,1.76265904724523
8.2_6,1.68103465646761
8.2_7,1.79144233142636
8.2_8,2.0312626106577
8.2_92,1.90135809322988
8.2_93,1.90765632953491
8.2_97,1.83882678532189
8.2_98,1.92298507409326
8.2_9,1.91311970499896
8.3_106,1.95897345269775
8.3_107,1.87750125698033
8.3_108,1.91599727856376
8.3_10,1.73857413544117
8.3_113,1.95990152541448
8.3_114,1.8285206201357
8.3_115,1.82203474956823
8.3_116,1.80179737657716
8.3_117,1.81222042935766
8.3_118,2.00080171919035
8.3_119,2.04245810076859
8.3_11,1.89702386636596
8.3_120,1.66140826968302
8.3_121,1.94908930513669
8.3_129,1.77591186948265
8.3_12,1.92193409796499
8.3_130,1.86762657678116
8.3_131,1.95206574387965
8.3_132,1.60498992827383
8.3_133,1.7002598080834
8.3_135,1.66148871224216
8.3_136,1.5634483176321
8.3_13,1.93609169432476
8.3_140,1.77980428560329
8.3_141,1.93278850671036
8.3_147,1.73187403814479
8.3_14,1.73837671246038
8.3_150,1.63653885413982
8.3_15,1.69724775856596
8.3_16,1.65457919450685
8.3_174,1.91250341173339
8.3_17,1.8894712034964
8.3_18,1.72251370227248
8.3_19,1.8333113445532
8.3_1,1.80803458508498
8.3_21,1.8158977903254
8.3_22,1.84305687286552
8.3_23,1.72412619361445
8.3_29,1.6660880487054
8.3_2,2.03763570719697
8.3_30,1.83464324100096
8.3_31,1.67923288608801
8.3_32,1.72918776843208
8.3_35,1.82489994107592
8.3_3,1.7587690977049
8.3_48,1.82260981925844
8.3_49,1.87100827259095
8.3_4,1.74168035570554
8.3_50,1.8692673655389
8.3_51,1.91756124566317
8.3_5,1.73978281301082
8.3_64,1.96406570423551
8.3_65,1.98791232382477
8.3_66,1.80580211957592
8.3_67,1.80329509205557
8.3_68,1.58779828775511
8.3_69,1.67630685958068
8.3_6,1.8198095351344
8.3_70,2.04371752236129
8.3_71,1.86603518906201
8.3_72,1.72362017666888
8.3_73,1.82811736393931
8.3_74,2.00613661989466
8.3_75,1.80365933237673
8.3_76,2.02986694781216
8.3_77,1.7748003902881
8.3_78,1.97757010582866
8.3_79,1.64531927011427
8.3_7,2.00636588001238
8.3_80,1.63753604598112
8.3_81,1.66835318726625
8.3_82,1.72604589962127
8.3_83,1.84679405764899
8.3_84,1.77420579694687
8.3_85,2.04749268081814
8.3_86,1.99921537377174
8.3_87,2.068573027718
8.3_88,1.7842381472565
8.3_89,1.85714495741274
8.3_8,1.84294559342034
8.3_90,1.84944290490928
8.3_91,1.97426152532174
8.3_92,1.93371144941215
8.3_93,1.87586972271436
8.3_94,1.86517012807379
8.3_95,1.96755997568325
8.3_96,1.99170796745352
8.3_97,2.056398819712
8.3_9,1.96180448420378
8.4_100,1.71374437180067
8.4_101,1.87323702153593
8.4_102,1.85610387959128
8.4_103,1.83273371637198
8.4_105,1.75482898184795
8.4_106,1.82486110015228
8.4_107,1.89368277717665
8.4_115,1.83648292425034
8.4_116,1.83283989659425
8.4_117,1.81561782343198
8.4_118,1.83650098177607
8.4_119,1.73579482194394
8.4_11,1.83329692030271
8.4_120,1.80246166363695
8.4_121,1.76654365480951
8.4_122,1.8387658417677
8.4_12,1.96610874933258
8.4_130,1.89203429422479
8.4_131,1.92378560088414
8.4_132,1.81988561137479
8.4_135,1.84168051894448
8.4_138,1.89623147066225
8.4_13,1.81832674998867
8.4_140,1.7733519178092
8.4_141,1.84456223737595
8.4_142,1.89906798504261
8.4_144,1.90692905773555
8.4_14,1.80457643466349
8.4_15,1.86287025733807
8.4_16,1.61488639377858
8.4_17,1.72764757113171
8.4_18,1.85022016375749
8.4_19,1.52631249886031
8.4_1,1.6598581495365
8.4_21,1.9113103879737
8.4_223,1.64963827217305
8.4_22,1.86935488975646
8.4_23,1.73947413215575
8.4_24,1.79091187629177
8.4_25,1.7269278989654
8.4_26,1.82102550638575
8.4_29,1.81863352773518
8.4_2,1.76208697039399
8.4_34,1.81082190217935
8.4_36,1.91624646257873
8.4_37,1.91081942587341
8.4_3,1.82480221125816
8.4_40,1.95668694931883
8.4_41,1.93082636304939
8.4_42,1.74428404544464
8.4_43,1.77229916516756
8.4_44,1.90832991454096
8.4_45,1.43233578253091
8.4_46,1.71503734248716
8.4_47,1.88213801791041
8.4_48,1.60252789714502
8.4_49,1.75273248840158
8.4_52,1.90802652881878
8.4_53,2.01521861790504
8.4_54,1.86246106053786
8.4_56,1.82802319681348
8.4_57,1.77888151043391
8.4_58,1.86792745056088
8.4_59,1.79372367609281
8.4_5,1.87918104883806
8.4_60,1.78496518114495
8.4_61,1.71608128227193
8.4_62,1.75796480441286
8.4_63,1.86664364223152
8.4_64,1.88021835160642
8.4_68,1.64095617974109
8.4_6,1.79677330929524
8.4_71,1.95063035324274
8.4_72,1.80337522370714
8.4_73,1.66534780637538
8.4_74,1.7421745414169
8.4_75,1.71631304617169
8.4_76,1.75230270560203
8.4_77,2.14877914313073
8.4_78,1.77436023721167
8.4_7,1.82748232078721
8.4_80,1.82283747286456
8.4_82,1.87311198245174
8.4_84,1.79728600879807
8.4_86,1.82212357226069
8.4_87,1.80448711221867
8.4_88,1.79943420570185
8.4_8,1.90762147308661
8.4_92,1.87552905951335
8.4_93,1.78827513626432
8.4_94,1.84769052947316
8.4_95,1.72670544392232
8.4_96,1.86103574771844
8.4_97,2.04529350168628
8.4_98,1.99867534522737
8.4_99,1.63202959019783
8.4_9,1.68416194308755
8.5_100,1.91145537876034
8.5_101,1.87900924048251
8.5_102,1.88236609918941
8.5_103,1.89168305468876
8.5_104,1.76845381163185
8.5_105,2.01973218353429
8.5_106,1.87383543516108
8.5_108,1.7418836747311
8.5_109,1.93238973907004
8.5_10,1.82712509536264
8.5_110,1.72303832692785
8.5_111,1.70034554837804
8.5_119,1.86255986253701
8.5_11,1.53822959888771
8.5_120,1.93793403549434
8.5_122,1.86432653094114
8.5_123,1.70821562408859
8.5_125,1.73872214993842
8.5_12,1.58113240136412
8.5_130,1.91715082011424
8.5_131,1.82529913332925
8.5_132,1.70297319866992
8.5_134,1.7612607291354
8.5_136,1.86746724974793
8.5_137,1.5687458045469
8.5_138,1.85089878844377
8.5_13,1.85228520599844
8.5_143,1.77613569366505
8.5_145,1.72557807357318
8.5_146,1.79615886604788
8.5_147,1.73805194265536
8.5_148,1.94827585455947
8.5_14,1.9191506323071
8.5_150,1.83406021589966
8.5_151,1.70844604708211
8.5_152,1.86078311509273
8.5_153,1.90152320724835
8.5_154,1.84945470722914
8.5_155,1.71983115865735
8.5_156,1.99925250266481
8.5_157,1.69148315682522
8.5_158,1.80944250107244
8.5_159,1.83816065079284
8.5_15,1.95439895204749
8.5_160,1.75924991019048
8.5_16,1.91542069864515
8.5_17,1.89858770347344
8.5_18,1.86216629813689
8.5_19,1.76587231301271
8.5_1,1.7526016847807
8.5_23,1.82721401436742
8.5_259,1.68711317254929
8.5_25,1.75671705630538
8.5_28,1.40838900361966
8.5_29,1.77816804902096
8.5_2,1.8776043754522
8.5_30,1.84295386921838
8.5_31,1.87108418444694
8.5_36,1.70410254494714
8.5_39,1.83555781006731
8.5_3,1.8253694963895
8.5_41,1.9823873054729
8.5_44,1.76672798501377
8.5_45,1.86442429986806
8.5_48,1.90675280920793
8.5_49,1.52281014414454
8.5_4,1.82461897827792
8.5_50,1.85876374780817
8.5_51,1.81216456144681
8.5_52,1.83895817739458
8.5_53,1.47475079717978
8.5_54,1.86293381028175
8.5_55,1.93087161628965
8.5_56,1.81852282152506
8.5_57,1.75552844343506
8.5_58,1.98887765834294
8.5_60,1.83949020870837
8.5_64,1.97263766167237
8.5_66,1.93469833615629
8.5_67,1.89250932414868
8.5_68,1.88870271364218
8.5_71,1.80750694900231
8.5_74,1.90929660228448
8.5_76,1.99211701242095
8.5_77,1.93319259266031
8.5_78,1.94534901738767
8.5_79,1.63636056631635
8.5_7,1.85071413164543
8.5_80,1.796225406785
8.5_81,1.88480622745236
8.5_83,1.89027729943721
8.5_84,1.79793119104306
8.5_85,1.90971315174066
8.5_87,1.86565135883917
8.5_89,1.77110158156947
8.5_91,1.81666750354814
8.5_92,1.70766018320302
8.5_93,1.65127225218879
8.5_95,1.83046763052834
8.5_96,1.61925518221133
8.5_98,1.8376119135086
8.5_9,1.79526843161313
