tree_id,fractal_dim
4.4b_160,1.65540670619718
4.4b_162,1.90534513635103
4.4b_163,1.49758054910715
4.4b_16,1.91909780456259
4.4b_17,1.65728405562338
4.4b_18,1.66132912902202
4.4b_19,1.96432926142927
4.4b_1,1.93503663745254
4.4b_208,1.91383605848431
4.4b_209,1.7049437559384
4.4b_20,1.84947283864401
4.4b_210,1.8605331521833
4.4b_21,1.72771441981802
4.4b_22,1.69460326616022
4.4b_23,1.78365453968053
4.4b_241,1.93305419243305
4.4b_24,1.67238553937719
4.4b_25,1.97881586642868
4.4b_26,1.78590850333041
4.4b_271,1.97129821773296
4.4b_272,1.7957168132396
4.4b_273,1.81314474000108
4.4b_274,1.58786211271702
4.4b_27,1.80473407144876
4.4b_281,1.78998202600043
4.4b_283,1.77429390732467
4.4b_28,1.83741026416896
4.4b_29,1.90423795371152
4.4b_2,1.74940838393867
4.4b_30,1.75598571208378
4.4b_31,2.01179558918484
4.4b_32,1.77535702988555
4.4b_33,1.81399772705163
4.4b_34,1.94600067013725
4.4b_35,1.77854106869234
4.4b_37,1.89786536250934
4.4b_38,1.8477892464072
4.4b_39,1.88083148367527
4.4b_3,1.70484591580963
4.4b_40,1.86319858700297
4.4b_41,1.76772038024851
4.4b_42,1.7071019606124
4.4b_43,1.78539146756701
4.4b_45,1.78898002761142
4.4b_46,1.61322257969819
4.4b_47,1.75704568705081
4.4b_48,1.77322158202162
4.4b_50,1.87435090699522
4.4b_51,1.68682292876063
4.4b_52,1.87795116930647
4.4b_55,1.71766810671607
4.4b_56,1.59382871704371
4.4b_57,1.72204104769822
4.4b_58,1.62956710361537
4.4b_59,1.69862452691784
4.4b_5,1.54357143707036
4.4b_60,1.91268284687154
4.4b_61,1.87481660829919
4.4b_62,1.91878740926691
4.4b_63,1.98296146602639
4.4b_64,1.90091819133785
4.4b_65,1.96648200281948
4.4b_66,1.86354450656601
4.4b_68,1.90153423963338
4.4b_6,1.91755152450163
4.4b_70,1.65084579854011
4.4b_71,1.68552628461925
4.4b_72,1.95204134716968
4.4b_73,1.70004761234993
4.4b_74,1.53210662551319
4.4b_75,1.7499070436932
4.4b_76,1.49016245439195
4.4b_77,1.66986980963766
4.4b_78,1.7563464428378
4.4b_79,1.95873667516918
4.4b_7,1.81702583589071
4.4b_80,1.85625385864088
4.4b_81,1.77599834270819
4.4b_84,2.02988253424598
4.4b_85,1.93398414902403
4.4b_86,1.93443934297701
4.4b_88,1.980814765486
4.4b_8,1.7309033725717
4.4b_90,2.01423619626296
4.4b_92,1.76011892185908
4.4b_93,1.87313657561749
4.4b_94,2.04683503301418
4.4b_95,1.98170881520604
4.4b_96,2.200290354146
4.4b_97,1.89630346560787
4.4b_98,2.1266862532658
4.4b_99,2.03839195666633
4.4b_9,2.10855605145529
4.5_100,1.56630045597418
4.5_101,1.93356403793144
4.5_102,1.81737783327659
4.5_10,1.58127936153782
4.5_11,1.89242171717389
4.5_122,2.05804378033195
4.5_126,1.98333113244665
4.5_128,2.00137390335928
4.5_129,1.89289874154846
4.5_12,1.76985798581659
4.5_130,1.73816724384381
4.5_131,1.90702700143912
4.5_132,1.88253153926938
4.5_133,1.80627202955593
4.5_139,1.62491506453963
4.5_140,1.89715092658738
4.5_141,1.74336222643355
4.5_143,1.70551896805991
4.5_144,1.75667948249095
4.5_148,1.83415949804237
4.5_149,1.91869426999301
4.5_14,1.99272761210166
4.5_151,1.85982610538245
4.5_154,1.7821240677447
4.5_156,1.78437017213708
4.5_157,2.00592950814368
4.5_158,1.74997585982147
4.5_159,1.94446565330243
4.5_15,1.65261185229979
4.5_161,1.96893019869711
4.5_162,2.02826026015383
4.5_16,1.48114793050336
4.5_17,1.82726703524039
4.5_18,1.80195398017027
4.5_19,1.53827842998509
4.5_1,1.96081299815508
4.5_20,1.75532946103302
4.5_21,1.68056345953275
4.5_22,1.94953720386473
4.5_242,1.86018098675388
4.5_24,2.11455035284196
4.5_25,2.00583907279007
4.5_26,1.91187494817268
4.5_2,1.77041125953142
4.5_32,1.88584193532467
4.5_33,1.78599286379673
4.5_34,1.92203326403252
4.5_35,1.8047487046004
4.5_36,1.7448414928323
4.5_38,1.80949612272522
4.5_39,1.94603027446064
4.5_3,1.87757233079802
4.5_40,1.94361481416993
4.5_41,1.85227689130817
4.5_42,1.6796318324759
4.5_43,1.83400390796835
4.5_44,1.6471847211764
4.5_45,1.7848822420265
4.5_46,1.9625521382478
4.5_47,1.96856814694619
4.5_48,1.80336423705363
4.5_49,1.75116766522256
4.5_4,1.77531937923416
4.5_51,1.88023794984181
4.5_54,1.85382869218074
4.5_5,1.71002086012783
4.5_67,1.74244502051243
4.5_69,1.95579994526662
4.5_6,1.96534199357758
4.5_70,1.90322306378394
4.5_74,1.9196222806078
4.5_76,1.8864898779765
4.5_77,1.87553216010209
4.5_8,1.6787530573196
4.5_96,1.76919002495825
4.5_97,2.03379749403679
4.5_98,1.52734469139562
4.5_99,1.95323506017022
4.5_9,1.82153005366398
6.1_101,1.70578157061883
6.1_102,1.91094169431365
6.1_11,2.12341328556899
6.1_12,1.97592553944761
6.1_139,1.87396724224851
6.1_13,1.91166044571441
6.1_14,1.89386298007737
6.1_15,1.85533853679865
6.1_1,1.90761229053376
6.1_22,1.93598974290811
6.1_23,1.77719392012369
6.1_24,1.90133710680046
6.1_25,1.84829168117978
6.1_26,1.87577826184787
6.1_27,1.79859240048501
6.1_28,1.92211994202671
6.1_29,1.87735059994514
6.1_2,1.97477198942849
6.1_32,1.89510328839192
6.1_34,1.94607860699055
6.1_35,1.97679699309674
6.1_36,1.87233204190608
6.1_37,1.82175844417589
6.1_38,1.90686695564177
6.1_39,1.77687414288264
6.1_3,1.80092016464272
6.1_40,1.958872605502
6.1_41,1.91462248104132
6.1_43,1.67119966999334
6.1_45,1.82296450117473
6.1_46,1.9144835486337
6.1_47,1.81150165517493
6.1_48,1.83805165685437
6.1_49,1.91773901983306
6.1_4,2.01063708526983
6.1_50,1.85197802801315
6.1_51,1.81321119571409
6.1_53,1.91233087997154
6.1_55,1.75929768965453
6.1_57,1.94707061741882
6.1_59,1.93802873126647
6.1_5,1.88811292175592
6.1_62,1.88877422116493
6.1_63,1.92726692899421
6.1_64,2.01324345914759
6.1_65,1.85086069747856
6.1_66,1.87105452544966
6.1_67,1.85902223731464
6.1_68,1.81669102763324
6.1_69,1.8873529369369
6.1_6,1.76888106583847
6.1_70,1.94816467252007
6.1_71,1.91391094394062
6.1_72,1.80442323246559
6.1_73,1.86916153603587
6.1_75,1.80899354106594
6.1_76,1.74786562130202
6.1_77,2.02013803487561
6.1_78,1.96483564909278
6.1_7,1.91120942755608
6.1_80,1.91182119684665
6.1_81,1.78007756360312
6.1_84,1.98529751531118
6.1_86,1.89457151329053
6.1_87,1.82867520171438
6.1_89,1.88433259051634
6.1_90,1.84008467804371
6.1_91,1.86960216639353
6.1_92,1.87647196367887
6.1_93,1.98141539980964
6.1_94,1.81689708094053
6.1_95,1.9769113827201
6.1_97,2.01975211399407
6.1_98,1.76989577473197
6.2_100,1.87707151875287
6.2_101,1.60853706733636
6.2_103,1.76383571134463
6.2_104,1.47955367938022
6.2_105,1.78717703000171
6.2_106,1.7682420101264
6.2_107,1.90753951666208
6.2_108,1.98485532173673
6.2_109,1.81857205509913
6.2_10,1.87900878786219
6.2_113,1.83924698151054
6.2_114,1.78053540991385
6.2_116,1.90419475465398
6.2_118,1.82401003281027
6.2_119,1.52387950321138
6.2_11,1.9195793136864
6.2_120,1.97472445823383
6.2_122,1.65623216044211
6.2_124,1.90576435464539
6.2_125,1.86629526021284
6.2_128,1.76587529396443
6.2_129,1.67607259743031
6.2_130,1.99805021591481
6.2_131,1.27220722158676
6.2_132,1.79214264121148
6.2_133,1.13925735589457
6.2_134,1.77570221761811
6.2_135,1.93253558918424
6.2_136,1.83194213749933
6.2_137,1.8807526942048
6.2_138,1.8410018670821
6.2_13,1.84483684682135
6.2_14,1.9052112882597
6.2_16,1.95435168194783
6.2_17,1.72304753354596
6.2_18,1.83111281374821
6.2_19,1.91696567858556
6.2_1,1.98082554844219
6.2_20,1.97849338780517
6.2_22,2.02425465421224
6.2_23,1.86530348069574
6.2_24,1.82207522849789
6.2_25,1.99220499835588
6.2_26,1.844829599388
6.2_27,1.93185243460954
6.2_28,1.63409769520943
6.2_29,1.85610233668694
6.2_2,1.78270365009675
6.2_30,1.74743743556109
6.2_31,1.5861473356563
6.2_32,1.73591149414254
6.2_33,1.69293038501013
6.2_34,1.94405936681383
6.2_35,1.86403031453822
6.2_36,1.86319320037131
6.2_39,1.81403479171354
6.2_3,1.79437702033571
6.2_40,1.80716337021319
6.2_45,1.85715923249755
6.2_46,1.27226024809298
6.2_47,1.8291934644934
6.2_48,1.64323958389334
6.2_4,1.80522646998905
6.2_50,1.76264892333765
6.2_51,1.89533083137874
6.2_52,1.76189305235674
6.2_53,1.82193234321406
6.2_54,1.90764076410892
6.2_55,1.44106579538092
6.2_56,1.6553097244463
6.2_57,1.70429066857468
6.2_58,1.10183437230765
6.2_59,1.88565415899121
6.2_5,1.79318299454849
6.2_60,1.1049872988231
6.2_62,1.45348156304637
6.2_64,1.72163735083319
6.2_65,1.88860165984748
6.2_68,1.83568948914824
6.2_69,1.68282835592403
6.2_6,2.03490038812291
6.2_70,1.68815477859292
6.2_71,1.73314991762128
6.2_72,1.71994665290124
6.2_73,1.75078083607057
6.2_74,1.53591155348995
6.2_75,1.89519305055894
6.2_76,1.60239704380355
6.2_77,1.96989866775902
6.2_78,1.79536192168931
6.2_79,1.80001483407286
6.2_7,1.7726584677631
6.2_80,1.69601636545964
6.2_81,1.95387771685781
6.2_82,1.52549386383854
6.2_83,1.9938572711336
6.2_84,1.18141418960316
6.2_85,1.86407460123146
6.2_86,1.92500687250501
6.2_87,1.88398572320831
6.2_88,1.6156222966534
6.2_89,1.73108828114338
6.2_90,1.73076657692152
6.2_93,1.72204608728618
6.2_94,1.80457569857947
6.2_98,1.71597895179224
6.2_99,1.79161411548797
6.3_100,1.98312816853905
6.3_101,1.66315847457814
6.3_102,1.48919972442455
6.3_103,1.86089827419629
6.3_104,1.405310731529
6.3_105,1.92604345604918
6.3_106,1.99205366817722
6.3_107,1.55921073155497
6.3_108,1.71129963658119
6.3_10,1.5120262060254
6.3_111,1.561038222804
6.3_112,1.87874609346916
6.3_113,1.87210938145865
6.3_115,1.93211344623606
6.3_117,1.57938302695442
6.3_11,1.54505413054212
6.3_120,1.67691981916748
6.3_121,1.94363516477634
6.3_122,1.82059519808307
6.3_123,1.74655112472015
6.3_124,1.56659187602731
6.3_125,1.9005871266779
6.3_126,1.50183690806977
